Car ID,Train Name,Seq Number,Car Length Feet,Outbound Block
14025,Train03_26570,2,39,ATL
14026,Train03_26570,3,42,PDX
14027,Train03_26570,4,57,DEN
14028,Train03_26570,5,42,ATL
14029,Train03_26570,6,57,JFK
14030,Train03_26570,7,42,ATL
14031,Train03_26570,8,38,ATL
14032,Train03_26570,9,38,ATL
14033,Train03_26570,10,38,SJC
14034,Train03_26570,11,65,MCI
14035,Train03_26570,12,65,DFW
14036,Train03_26570,13,60,SAT
14037,Train03_26570,14,50,DFW
14038,Train03_26570,15,68,AUS
14039,Train03_26570,16,68,LAS
14040,Train03_26570,17,68,MCI
14041,Train03_26570,18,68,DFW
14042,Train03_26570,19,68,AUS
14043,Train03_26570,20,68,DFW
14044,Train03_26570,21,68,LAS
14045,Train03_26570,22,68,AUS
14046,Train03_26570,23,68,AUS
14047,Train03_26570,24,68,DFW
14048,Train03_26570,25,68,DFW
14049,Train03_26570,26,68,AUS
14050,Train03_26570,27,68,AUS
14051,Train03_26570,28,68,MCI
14052,Train03_26570,29,68,MCI
14053,Train03_26570,30,73,AUS
14054,Train03_26570,31,73,DFW
14055,Train03_26570,32,73,AUS
14056,Train03_26570,33,68,MCI
14057,Train03_26570,34,68,MCI
14058,Train03_26570,35,68,MCI
14059,Train03_26570,36,68,MCI
14060,Train03_26570,37,68,MCI
14061,Train03_26570,38,68,MCI
14062,Train03_26570,39,73,MCI
14063,Train03_26570,40,59,JFK
14064,Train03_26570,41,58,BOS
14065,Train03_26570,42,46,SNA
14066,Train03_26570,43,56,BNA
14067,Train03_26570,44,58,BNA
14068,Train03_26570,45,46,SNA
14069,Train03_26570,46,42,PDX
14070,Train03_26570,47,42,ATL
14071,Train03_26570,48,42,CLT
14072,Train03_26570,49,42,ATL
14073,Train03_26570,50,42,SLC
14074,Train03_26570,51,42,SAN
14075,Train03_26570,52,42,SAN
14076,Train03_26570,53,42,SMF
14077,Train03_26570,54,42,CLT
14078,Train03_26570,55,42,SAN
14079,Train03_26570,56,42,CLT
14080,Train03_26570,57,42,PDX
14081,Train03_26570,58,42,PDX
14082,Train03_26570,59,42,ATL
14083,Train03_26570,60,42,SJC
14084,Train03_26570,61,42,SJC
14085,Train03_26570,62,42,ATL
14086,Train03_26570,63,42,SMF
14087,Train03_26570,64,59,YVR
14088,Train03_26570,65,58,JFK
14089,Train03_26570,66,42,SNA
14090,Train03_26570,67,51,DFW
14091,Train03_26570,68,40,OAK
14092,Train03_26570,69,46,SNA
14093,Train03_26570,70,42,SJC
14094,Train03_26570,71,56,SMF
14095,Train03_26570,72,66,JFK
14096,Train03_26570,73,70,BNA
14097,Train03_26570,74,58,SNA
14098,Train03_26570,75,70,JFK
14099,Train03_26570,76,55,DFW
14100,Train03_26570,77,73,PHX
14101,Train03_26570,78,73,PHX
14102,Train03_26570,79,73,PHX
14103,Train03_26570,80,73,PHX
14104,Train03_26570,81,42,ATL
14105,Train03_26570,82,42,ATL
14106,Train03_26570,83,42,ATL
14107,Train03_26570,84,46,LAS
14108,Train03_26570,85,45,YVR
14109,Train03_26570,86,45,YYZ
14110,Train03_26570,87,45,YVR
14111,Train03_26570,88,56,FLL
14112,Train03_26570,89,57,JFK
14113,Train03_26570,90,55,FLL
14114,Train03_26570,91,55,SNA
14115,Train03_26570,92,58,SNA
14116,Train03_26570,93,57,JFK
14117,Train03_26570,94,58,FLL
14118,Train03_26570,95,67,SNA
14119,Train03_26570,96,46,ORD
14120,Train03_26570,97,55,BNA
14121,Train03_26570,98,60,PHX
14122,Train03_26570,99,58,BOS
14123,Train03_26570,100,42,YYZ
14124,Train03_26570,101,60,SMF
14125,Train03_26570,102,60,PHX
14126,Train03_26570,103,60,PHX
14127,Train03_26570,104,60,PHX
14128,Train03_26570,105,60,PHX
14129,Train03_26570,106,60,PHX
14130,Train03_26570,107,60,PHX
14131,Train03_26570,108,57,JFK
14132,Train03_26570,109,70,BNA
14133,Train03_26570,110,59,BNA
14134,Train03_26570,111,55,PHX
14135,Train03_26570,112,55,SMF
14136,Train03_26570,113,42,SNA
14137,Train03_26570,114,70,JFK
14138,Train03_26570,115,70,JFK
14139,Train03_26570,116,57,JFK
14140,Train03_26570,117,70,BNA
14141,Train03_26570,118,70,JFK
14142,Train03_26570,119,73,PHX
14143,Train03_26570,120,74,PHX
14144,Train03_26570,121,61,CLE
14145,Train03_26570,122,61,CLE
14146,Train03_26570,123,56,PHX
14147,Train03_26570,124,59,PHX
14148,Train03_26570,125,57,PHX
14149,Train03_26570,126,57,SLC
14150,Train03_27959,1,57,YVR
14151,Train03_27959,2,42,ATL
14152,Train03_27959,3,57,PHX
14153,Train03_27959,4,57,JFK
14154,Train03_27959,5,65,DFW
14155,Train03_27959,6,59,SNA
14156,Train03_27959,7,65,DFW
14157,Train03_27959,8,65,MCI
14158,Train03_27959,9,65,DFW
14159,Train03_27959,10,60,JFK
14160,Train03_27959,11,56,PHX
14161,Train03_27959,12,68,LAS
14162,Train03_27959,13,68,LAS
14163,Train03_27959,14,68,DFW
14164,Train03_27959,15,68,LAS
14165,Train03_27959,16,68,DFW
14166,Train03_27959,17,68,DFW
14167,Train03_27959,18,68,AUS
14168,Train03_27959,19,68,DFW
14169,Train03_27959,20,73,DFW
14170,Train03_27959,21,68,DFW
14171,Train03_27959,22,68,MCI
14172,Train03_27959,23,68,DFW
14173,Train03_27959,24,58,YVR
14174,Train03_27959,25,73,AUS
14175,Train03_27959,26,73,MCI
14176,Train03_27959,27,73,DFW
14177,Train03_27959,28,73,DFW
14178,Train03_27959,29,58,OAK
14179,Train03_27959,30,58,OAK
14180,Train03_27959,31,63,PHX
14181,Train03_27959,32,58,MIA
14182,Train03_27959,33,58,DTW
14183,Train03_27959,34,58,MIA
14184,Train03_27959,35,63,PHX
14185,Train03_27959,36,58,DTW
14186,Train03_27959,37,63,PHX
14187,Train03_27959,38,58,MIA
14188,Train03_27959,39,58,MIA
14189,Train03_27959,40,58,MIA
14190,Train03_27959,41,58,BOS
14191,Train03_27959,42,58,DTW
14192,Train03_27959,43,58,JFK
14193,Train03_27959,44,80,SAT
14194,Train03_27959,45,42,SAN
14195,Train03_27959,46,42,SAN
14196,Train03_27959,47,42,SAN
14197,Train03_27959,48,42,SAN
14198,Train03_27959,49,80,SAT
14199,Train03_27959,50,58,JFK
14200,Train03_27959,51,42,ATL
14201,Train03_27959,52,42,SAN
14202,Train03_27959,53,42,SAN
14203,Train03_27959,54,42,ATL
14204,Train03_27959,55,42,ATL
14205,Train03_27959,56,42,ATL
14206,Train03_27959,57,42,PDX
14207,Train03_27959,58,42,ATL
14208,Train03_27959,59,42,ATL
14209,Train03_27959,60,42,SNA
14210,Train03_27959,61,42,SJC
14211,Train03_27959,62,60,CLE
14212,Train03_27959,63,59,OAK
14213,Train03_27959,64,59,OAK
14214,Train03_27959,65,42,SAN
14215,Train03_27959,66,42,ATL
14216,Train03_27959,67,55,SAT
14217,Train03_27959,68,55,SAT
14218,Train03_27959,69,81,SAT
14219,Train03_27959,70,56,SMF
14220,Train03_27959,71,56,SMF
14221,Train03_27959,72,65,SNA
14222,Train03_27959,73,65,SNA
14223,Train03_27959,74,65,SNA
14224,Train03_27959,75,65,SNA
14225,Train03_27959,76,60,JFK
14226,Train03_27959,77,49,PHL
14227,Train03_27959,78,59,OAK
14228,Train03_27959,79,59,JFK
14229,Train03_27959,80,59,JFK
14230,Train03_27959,81,59,JFK
14231,Train03_27959,82,59,OAK
14232,Train03_27959,83,66,JFK
14233,Train03_27959,84,73,PHX
14234,Train03_27959,85,73,PHX
14235,Train03_27959,86,73,PHX
14236,Train03_27959,87,42,ATL
14237,Train03_27959,88,59,DTW
14238,Train03_27959,89,59,MIA
14239,Train03_27959,90,45,YVR
14240,Train03_27959,91,42,OAK
14241,Train03_27959,92,68,SLC
14242,Train03_27959,93,60,PHX
14243,Train03_27959,94,44,SNA
14244,Train03_27959,95,44,SNA
14245,Train03_27959,96,44,SNA
14246,Train03_27959,97,58,MIA
14247,Train03_27959,98,58,MIA
14248,Train03_27959,99,58,MIA
14249,Train03_27959,100,53,OAK
14250,Train03_27959,101,51,PHX
14251,Train03_27959,102,60,CLE
14252,Train03_27959,103,58,CLE
14253,Train03_27959,104,58,CLE
14254,Train03_27959,105,59,PHX
14255,Train03_27959,106,60,CLE
14256,Train03_27959,107,60,CLE
14257,Train03_27959,108,60,CLE
14258,Train03_27959,109,59,CLE
14259,Train03_27959,110,55,CLE
14260,Train03_27959,111,58,PHX
14261,Train03_27959,112,60,CLE
14262,Train03_27959,113,60,CLE
14263,Train03_27959,114,60,CLE
14264,Train03_27959,115,60,CLE
14265,Train03_27959,116,55,SMF
14266,Train03_27959,117,42,YVR
14267,Train03_27959,118,42,YYZ
14268,Train03_27959,119,52,ONT
14269,Train03_27959,120,61,SAT
14270,Train03_27959,121,55,SMF
14271,Train03_27959,122,55,SMF
14272,Train03_27959,123,60,CLE
14273,Train03_27959,124,60,CLE
14274,Train03_27959,125,49,RDU
14275,Train03_27959,126,52,SLC
14276,Train03_27959,127,70,JFK
14277,Train03_27959,128,49,FLL
14278,Train03_27959,129,61,CLE
14279,Train03_27959,130,59,CLE
14280,Train03_27959,131,53,OAK
14281,Train03_27959,132,53,OAK
14282,Train03_27959,133,53,OAK
14283,Train03_27959,134,65,CLE
14284,Train03_27959,135,52,OAK
14285,Train03_27959,136,52,OAK
14286,Train03_27959,137,52,OAK
14287,Train03_27959,138,52,OAK
14288,Train03_27959,139,52,OAK
14289,Train03_27959,140,52,OAK
14290,Train03_27959,141,52,OAK
14291,Train03_27959,142,52,OAK
14292,Train03_29255,1,57,OAK
14293,Train03_29255,2,57,ANC
14294,Train03_29255,3,57,CLE
14295,Train03_29255,4,50,CLE
14296,Train03_29255,5,57,JFK
14297,Train03_29255,6,68,LAS
14298,Train03_29255,7,56,JFK
14299,Train03_29255,8,68,LAS
14300,Train03_29255,9,68,LAS
14301,Train03_29255,10,68,MCI
14302,Train03_29255,11,68,LAS
14303,Train03_29255,12,68,MCI
14304,Train03_29255,13,56,JFK
14305,Train03_29255,14,68,LAS
14306,Train03_29255,15,68,DFW
14307,Train03_29255,16,68,DFW
14308,Train03_29255,17,73,DFW
14309,Train03_29255,18,73,LAS
14310,Train03_29255,19,68,MCI
14311,Train03_29255,20,68,DFW
14312,Train03_29255,21,68,MCI
14313,Train03_29255,22,73,DFW
14314,Train03_29255,23,60,PHX
14315,Train03_29255,24,57,YVR
14316,Train03_29255,25,58,DTW
14317,Train03_29255,26,58,DTW
14318,Train03_29255,27,58,DTW
14319,Train03_29255,28,58,DTW
14320,Train03_29255,29,43,CLE
14321,Train03_29255,30,43,CLE
14322,Train03_29255,31,42,CLT
14323,Train03_29255,32,42,SAN
14324,Train03_29255,33,60,PHX
14325,Train03_29255,34,42,CLT
14326,Train03_29255,35,42,ATL
14327,Train03_29255,36,42,ATL
14328,Train03_29255,37,42,SAN
14329,Train03_29255,38,46,DFW
14330,Train03_29255,39,60,CLE
14331,Train03_29255,40,60,CLE
14332,Train03_29255,41,42,JFK
14333,Train03_29255,42,43,JFK
14334,Train03_29255,43,43,JFK
14335,Train03_29255,44,43,JFK
14336,Train03_29255,45,60,PHX
14337,Train03_29255,46,61,CLE
14338,Train03_29255,47,69,DFW
14339,Train03_29255,48,56,SNA
14340,Train03_29255,49,65,SNA
14341,Train03_29255,50,65,SNA
14342,Train03_29255,51,65,SNA
14343,Train03_29255,52,58,BOS
14344,Train03_29255,53,55,DFW
14345,Train03_29255,54,57,ANC
14346,Train03_29255,55,59,SMF
14347,Train03_29255,56,55,YVR
14348,Train03_29255,57,45,YYZ
14349,Train03_29255,58,45,YVR
14350,Train03_29255,59,58,JFK
14351,Train03_29255,60,56,BNA
14352,Train03_29255,61,56,JFK
14353,Train03_29255,62,58,OAK
14354,Train03_29255,63,57,JFK
14355,Train03_29255,64,60,PHX
14356,Train03_29255,65,68,OAK
14357,Train03_29255,66,43,JFK
14358,Train03_29255,67,59,PHX
14359,Train03_29255,68,43,JFK
14360,Train03_29255,69,43,JFK
14361,Train03_29255,70,69,DFW
14362,Train03_29255,71,53,OAK
14363,Train03_29255,72,53,OAK
14364,Train03_29255,73,53,OAK
14365,Train03_29255,74,53,OAK
14366,Train03_29255,75,53,OAK
14367,Train03_29255,76,53,OAK
14368,Train03_29255,77,53,OAK
14369,Train03_29255,78,58,BOS
14370,Train03_29255,79,60,PHX
14371,Train03_29255,80,60,PHX
14372,Train03_29255,81,58,DEN
14373,Train03_29255,82,44,SLC
14374,Train03_29255,83,42,DFW
14375,Train03_29255,84,46,DFW
14376,Train03_29255,85,46,DFW
14377,Train03_29255,86,46,SLC
14378,Train03_29255,87,46,RSW
14379,Train03_29255,88,46,DFW
14380,Train03_29255,89,46,SLC
14381,Train03_29255,90,46,DFW
14382,Train03_29255,91,46,SLC
14383,Train03_29255,92,46,RSW
14384,Train03_29255,93,46,SLC
14385,Train03_29255,94,69,PHX
14386,Train03_29255,95,53,SLC
14387,Train03_29255,96,60,OAK
14388,Train03_29255,97,57,MEM
14389,Train03_29255,98,57,PHX
14390,Train03_29255,99,57,BNA
14391,Train03_29255,100,57,PHX
14392,Train03_29255,101,55,BNA
14393,Train03_29255,102,58,PHX
14394,Train03_29255,103,59,JFK
14395,Train03_29255,104,58,BNA
14396,Train03_29255,105,58,BNA
14397,Train03_29255,106,57,BNA
14398,Train03_29255,107,57,JFK
14399,Train03_29255,108,70,BNA
14400,Train03_29255,109,57,PHX
14401,Train03_29255,110,57,PHX
14402,Train03_29255,111,57,PHX
14403,Train03_29255,112,57,PHX
14404,Train03_29255,113,56,PHX
14405,Train03_29255,114,57,CLE
14406,Train03_29255,115,53,OAK
14407,Train03_29255,116,53,OAK
14408,Train03_29255,117,53,OAK
14409,Train03_29255,118,53,OAK
14410,Train03_29255,119,53,OAK
14411,Train03_29255,120,53,OAK
14412,Train03_29255,121,53,OAK
14413,Train03_29255,122,53,OAK
14414,Train03_29255,123,53,OAK
14415,Train03_29255,124,45,SJC
14416,Train03_29255,125,45,SJC
14417,Train03_29255,126,45,SJC
14418,Train03_29255,127,45,SJC
14419,Train03_29255,128,45,SJC
14420,Train03_29255,129,52,OAK
14421,Train03_29255,130,52,OAK
14422,Train03_29255,131,52,OAK
14423,Train03_29255,132,52,OAK
14424,Train03_29255,133,52,OAK
14425,Train03_29255,134,52,OAK
14426,Train03_29255,135,52,OAK
14427,Train03_29255,136,52,OAK
14428,Train03_29255,137,53,SJC
14429,Train03_29255,138,53,SJC
14430,Train03_29962,1,57,SMF
14431,Train03_29962,2,65,MCI
14432,Train03_29962,3,68,DFW
14433,Train03_29962,4,68,MCI
14434,Train03_29962,5,68,MCI
14435,Train03_29962,6,73,MCI
14436,Train03_29962,7,68,MCI
14437,Train03_29962,8,68,DFW
14438,Train03_29962,9,73,DFW
14439,Train03_29962,10,73,DFW
14440,Train03_29962,11,73,DFW
14441,Train03_29962,12,58,DTW
14442,Train03_29962,13,58,DTW
14443,Train03_29962,14,58,DTW
14444,Train03_29962,15,58,DTW
14445,Train03_29962,16,58,DTW
14446,Train03_29962,17,46,SNA
14447,Train03_29962,18,56,SAT
14448,Train03_29962,19,65,FLL
14449,Train03_29962,20,65,BWI
14450,Train03_29962,21,46,SNA
14451,Train03_29962,22,65,BWI
14452,Train03_29962,23,58,BOS
14453,Train03_29962,24,55,SAT
14454,Train03_29962,25,39,DFW
14455,Train03_29962,26,55,YVR
14456,Train03_29962,27,65,BWI
14457,Train03_29962,28,65,BWI
14458,Train03_29962,29,58,DTW
14459,Train03_29962,30,58,DTW
14460,Train03_29962,31,58,DTW
14461,Train03_29962,32,58,BOS
14462,Train03_29962,33,58,BOS
14463,Train03_29962,34,55,SMF
14464,Train03_29962,35,55,BWI
14465,Train03_29962,36,55,SAT
14466,Train03_29962,37,55,BWI
14467,Train03_29962,38,56,SAT
14468,Train03_29962,39,73,SJC
14469,Train03_29962,40,73,SJC
14470,Train03_29962,41,59,DFW
14471,Train03_29962,42,59,FLL
14472,Train03_29962,43,53,DFW
14473,Train03_29962,44,55,YVR
14474,Train03_29962,45,66,FLL
14475,Train03_29962,46,58,BNA
14476,Train03_29962,47,57,JFK
14477,Train03_31582,1,59,SNA
14478,Train03_31582,2,65,DFW
14479,Train03_31582,3,68,DFW
14480,Train03_31582,4,73,DFW
14481,Train03_31582,5,73,DFW
14482,Train03_31582,6,58,DTW
14483,Train03_31582,7,58,DTW
14484,Train03_31582,8,58,ORD
14485,Train03_31582,9,58,DTW
14486,Train03_31582,10,58,PHX
14487,Train03_31582,11,57,BWI
14488,Train03_31582,12,58,JFK
14489,Train03_31582,13,58,SJC
14490,Train03_31582,14,42,SJC
14491,Train03_31582,15,44,SNA
14492,Train03_31582,16,58,PHX
14493,Train03_31582,17,65,SNA
14494,Train03_31582,18,65,SNA
14495,Train03_31582,19,65,SNA
14496,Train03_31582,20,65,SNA
14497,Train03_31582,21,66,JFK
14498,Train03_31582,22,58,JFK
14499,Train03_31582,23,59,JFK
14500,Train03_31582,24,73,PHX
14501,Train03_31582,25,43,CLE
14502,Train03_31582,26,42,CLE
14503,Train03_31582,27,57,JFK
14504,Train03_31582,28,58,BWI
14505,Train03_31582,29,60,PHX
14506,Train03_31582,30,58,DTW
14507,Train03_31582,31,53,OAK
14508,Train03_31582,32,53,OAK
14509,Train03_31582,33,53,OAK
14510,Train03_31582,34,53,OAK
14511,Train03_31582,35,60,JFK
14512,Train03_31582,36,60,JFK
14513,Train03_31582,37,60,JFK
14514,Train03_31582,38,60,JFK
14515,Train03_31582,39,60,JFK
14516,Train03_31582,40,60,JFK
14517,Train03_31582,41,57,JFK
14518,Train03_31582,42,70,PHX
14519,Train03_31582,43,70,PHX
14520,Train03_31582,44,73,PHX
14521,Train03_31582,45,73,CLE
14522,Train03_31582,46,73,CLE
14523,Train03_31582,47,73,CLE
14524,Train03_31582,48,74,PHX
14525,Train03_31582,49,53,OAK
14526,Train03_31582,50,53,OAK
14527,Train03_31582,51,53,OAK
14528,Train03_31582,52,53,OAK
14529,Train03_31582,53,52,OAK
14530,Train03_31582,54,52,OAK
14531,Train03_31582,55,52,OAK
14532,Train03_31582,56,52,OAK
14533,Train03_32950,1,57,OAK
14534,Train03_32950,2,57,JFK
14535,Train03_32950,3,66,JFK
14536,Train03_32950,4,60,SAT
14537,Train03_32950,5,68,DFW
14538,Train03_32950,6,68,DFW
14539,Train03_32950,7,68,DFW
14540,Train03_32950,8,68,DFW
14541,Train03_32950,9,68,DFW
14542,Train03_32950,10,73,DFW
14543,Train03_32950,11,68,DFW
14544,Train03_32950,12,73,DFW
14545,Train03_32950,13,73,DFW
14546,Train03_32950,14,73,DFW
14547,Train03_32950,15,60,PHX
14548,Train03_32950,16,63,PHX
14549,Train03_32950,17,64,JFK
14550,Train03_32950,18,57,JFK
14551,Train03_32950,19,58,CLE
14552,Train03_32950,20,60,JFK
14553,Train03_32950,21,60,JFK
14554,Train03_32950,22,60,CLE
14555,Train03_32950,23,51,PHX
14556,Train03_32950,24,59,ORD
14557,Train03_32950,25,65,SNA
14558,Train03_32950,26,65,SNA
14559,Train03_32950,27,65,CLE
14560,Train03_32950,28,65,CLE
14561,Train03_32950,29,65,FLL
14562,Train03_32950,30,65,SNA
14563,Train03_32950,31,65,SNA
14564,Train03_32950,32,57,PHX
14565,Train03_32950,33,70,JFK
14566,Train03_32950,34,59,JFK
14567,Train03_32950,35,59,CLE
14568,Train03_32950,36,59,CLE
14569,Train03_32950,37,73,SNA
14570,Train03_32950,38,60,PHX
14571,Train03_32950,39,75,CLE
14572,Train03_32950,40,45,YYZ
14573,Train03_32950,41,45,YYZ
14574,Train03_32950,42,56,SNA
14575,Train03_32950,43,60,PHX
14576,Train03_32950,44,53,OAK
14577,Train03_32950,45,53,OAK
14578,Train03_32950,46,53,OAK
14579,Train03_32950,47,53,OAK
14580,Train03_32950,48,60,PHX
14581,Train03_32950,49,60,PHX
14582,Train03_32950,50,60,PHX
14583,Train03_32950,51,54,PHX
14584,Train03_32950,52,59,PHX
14585,Train03_32950,53,59,PHX
14586,Train03_32950,54,55,OAK
14587,Train03_32950,55,55,OAK
14588,Train03_32950,56,55,OAK
14589,Train03_32950,57,70,PHX
14590,Train03_32950,58,53,SMF
14591,Train03_32950,59,66,PHX
14592,Train03_32950,60,60,LGA
14593,Train03_32950,61,57,JFK
14594,Train03_32950,62,57,PHX
14595,Train03_32950,63,57,SLC
14596,Train03_32950,64,57,JFK
14597,Train03_32950,65,57,JFK
14598,Train03_32950,66,57,SLC
14599,Train03_32950,67,57,PHX
14600,Train03_32950,68,70,JFK
14601,Train03_32950,69,61,SAT
14602,Train03_32950,70,60,SAT
14603,Train03_32950,71,57,JFK
14604,Train03_32950,72,70,JFK
14605,Train03_32950,73,57,PHX
14606,Train03_32950,74,57,PHX
14607,Train03_32950,75,56,PHX
14608,Train03_32950,76,56,PHX
14609,Train03_32950,77,56,PHX
14610,Train03_32950,78,56,PHX
14611,Train03_32950,79,57,PHX
14612,Train03_32950,80,53,OAK
14613,Train03_32950,81,52,OAK
14614,Train03_32950,82,52,OAK
14615,Train03_32950,83,52,OAK
14616,Train03_32950,84,57,PHX
14617,Train03_32950,85,53,JFK
14618,Train03_34954,1,53,SNA
14619,Train03_34954,2,42,CLT
14620,Train03_34954,3,42,ATL
14621,Train03_34954,4,38,ATL
14622,Train03_34954,5,42,SNA
14623,Train03_34954,6,54,PHX
14624,Train03_34954,7,65,MCI
14625,Train03_34954,8,56,DEN
14626,Train03_34954,9,73,MCI
14627,Train03_34954,10,57,JFK
14628,Train03_34954,11,58,DTW
14629,Train03_34954,12,58,DTW
14630,Train03_34954,13,58,DTW
14631,Train03_34954,14,43,PHX
14632,Train03_34954,15,42,CLT
14633,Train03_34954,16,42,CLT
14634,Train03_34954,17,53,MDW
14635,Train03_34954,18,42,CLT
14636,Train03_34954,19,42,CLT
14637,Train03_34954,20,42,SLC
14638,Train03_34954,21,59,PHX
14639,Train03_34954,22,58,SJC
14640,Train03_34954,23,67,OAK
14641,Train03_34954,24,57,MIA
14642,Train03_34954,25,60,PHX
14643,Train03_34954,26,60,PHX
14644,Train03_34954,27,59,FLL
14645,Train03_34954,28,60,PHX
14646,Train03_34954,29,49,MEM
14647,Train03_34954,30,56,BNA
14648,Train03_34954,31,57,BNA
14649,Train03_34954,32,60,OAK
14650,Train03_34954,33,65,SNA
14651,Train03_34954,34,67,OAK
14652,Train03_34954,35,60,BNA
14653,Train03_34954,36,66,DFW
14654,Train03_34954,37,59,JFK
14655,Train03_34954,38,59,BWI
14656,Train03_34954,39,55,DFW
14657,Train03_34954,40,42,JFK
14658,Train03_34954,41,53,YYZ
14659,Train03_34954,42,66,JFK
14660,Train03_34954,43,66,PHX
14661,Train03_34954,44,73,PHX
14662,Train03_34954,45,57,BNA
14663,Train03_34954,46,57,OAK
14664,Train03_34954,47,57,BNA
14665,Train03_34954,48,57,BNA
14666,Train03_34954,49,49,SAT
14667,Train03_34954,50,49,SAT
14668,Train03_34954,51,49,SAT
14669,Train03_34954,52,49,SAT
14670,Train03_34954,53,49,SAT
14671,Train03_34954,54,49,SAT
14672,Train03_34954,55,49,SAT
14673,Train03_34954,56,49,SAT
14674,Train03_34954,57,73,PHX
14675,Train03_34954,58,73,PHX
14676,Train03_34954,59,67,OAK
14677,Train03_34954,60,42,ATL
14678,Train03_34954,61,42,ATL
14679,Train03_34954,62,45,YYZ
14680,Train03_34954,63,56,BNA
14681,Train03_34954,64,56,DFW
14682,Train03_34954,65,55,BNA
14683,Train03_34954,66,56,BNA
14684,Train03_34954,67,56,BNA
14685,Train03_34954,68,59,PHX
14686,Train03_34954,69,65,OAK
14687,Train03_34954,70,59,DFW
14688,Train03_34954,71,44,PHX
14689,Train03_34954,72,58,DTW
14690,Train03_34954,73,56,SNA
14691,Train03_34954,74,53,OAK
14692,Train03_34954,75,53,OAK
14693,Train03_34954,76,53,OAK
14694,Train03_34954,77,53,OAK
14695,Train03_34954,78,66,OAK
14696,Train03_34954,79,66,OAK
14697,Train03_34954,80,60,PHX
14698,Train03_34954,81,60,PHX
14699,Train03_34954,82,60,PHX
14700,Train03_34954,83,55,OAK
14701,Train03_34954,84,46,DFW
14702,Train03_34954,85,44,DFW
14703,Train03_34954,86,55,SAT
14704,Train03_34954,87,42,YYZ
14705,Train03_34954,88,59,BNA
14706,Train03_34954,89,59,BNA
14707,Train03_34954,90,60,PHX
14708,Train03_34954,91,57,DFW
14709,Train03_34954,92,58,BNA
14710,Train03_34954,93,59,PHX
14711,Train03_34954,94,55,SAT
14712,Train03_34954,95,57,JFK
14713,Train03_34954,96,42,DFW
14714,Train03_34954,97,57,JFK
14715,Train03_34954,98,57,PHX
14716,Train03_34954,99,70,PHX
14717,Train03_34954,100,61,PHX
14718,Train03_34954,101,61,PHX
14719,Train03_34954,102,61,PHX
14720,Train03_34954,103,57,PHX
14721,Train03_34954,104,57,PHX
14722,Train03_34954,105,57,PHX
14723,Train03_34954,106,53,OAK
14724,Train03_34954,107,52,OAK
14725,Train03_34954,108,52,OAK
14726,Train03_34954,109,52,OAK
14727,Train03_34954,110,52,OAK
14728,Train03_34954,111,52,OAK
14729,Train03_34954,112,52,OAK
14730,Train03_36017,1,57,OAK
14731,Train03_36017,2,39,ATL
14732,Train03_36017,3,58,PHX
14733,Train03_36017,4,57,BWI
14734,Train03_36017,5,57,SJC
14735,Train03_36017,6,57,BWI
14736,Train03_36017,7,53,MDW
14737,Train03_36017,8,38,CLT
14738,Train03_36017,9,65,PIT
14739,Train03_36017,10,65,PIT
14740,Train03_36017,11,65,DFW
14741,Train03_36017,12,65,PIT
14742,Train03_36017,13,65,PIT
14743,Train03_36017,14,65,PIT
14744,Train03_36017,15,68,AUS
14745,Train03_36017,16,58,ORD
14746,Train03_36017,17,58,DTW
14747,Train03_36017,18,58,DTW
14748,Train03_36017,19,66,JFK
14749,Train03_36017,20,42,CLT
14750,Train03_36017,21,42,SAN
14751,Train03_36017,22,42,CLT
14752,Train03_36017,23,42,SAN
14753,Train03_36017,24,42,SAN
14754,Train03_36017,25,42,CLT
14755,Train03_36017,26,42,ATL
14756,Train03_36017,27,42,SAN
14757,Train03_36017,28,42,CLT
14758,Train03_36017,29,42,ATL
14759,Train03_36017,30,42,ATL
14760,Train03_36017,31,42,ATL
14761,Train03_36017,32,42,ATL
14762,Train03_36017,33,42,ATL
14763,Train03_36017,34,42,ATL
14764,Train03_36017,35,42,ATL
14765,Train03_36017,36,42,ATL
14766,Train03_36017,37,42,ATL
14767,Train03_36017,38,42,ATL
14768,Train03_36017,39,42,ATL
14769,Train03_36017,40,42,ATL
14770,Train03_36017,41,42,ATL
14771,Train03_36017,42,42,ATL
14772,Train03_36017,43,42,CLT
14773,Train03_36017,44,58,JFK
14774,Train03_36017,45,53,MDW
14775,Train03_36017,46,46,DFW
14776,Train03_36017,47,60,PHX
14777,Train03_36017,48,60,PHX
14778,Train03_36017,49,60,PHX
14779,Train03_36017,50,60,PHX
14780,Train03_36017,51,60,PHX
14781,Train03_36017,52,60,PHX
14782,Train03_36017,53,49,SNA
14783,Train03_36017,54,57,JFK
14784,Train03_36017,55,65,SMF
14785,Train03_36017,56,65,SMF
14786,Train03_36017,57,56,SAN
14787,Train03_36017,58,65,SMF
14788,Train03_36017,59,59,JFK
14789,Train03_36017,60,59,ORD
14790,Train03_36017,61,55,BOS
14791,Train03_36017,62,60,DFW
14792,Train03_36017,63,58,JFK
14793,Train03_36017,64,55,SNA
14794,Train03_36017,65,59,OAK
14795,Train03_36017,66,42,ATL
14796,Train03_36017,67,58,ORD
14797,Train03_36017,68,42,BWI
14798,Train03_36017,69,60,PHX
14799,Train03_36017,70,57,FLL
